사업소명,시도명,시군구명,소재지도로명주소,소재지지번주소,전화번호,면허구분명,업종명,운영여부,차량대수,데이터기준일자,제공기관코드,제공기관명
박**,경상남도,거제시,경상남도 거제시 고현천로 80,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
장**,경상남도,거제시,경상남도 거제시 장평2로2길 10,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
강**,경상남도,거제시,경상남도 거제시 양정5길 36,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
백**,경상남도,거제시,경상남도 거제시 국산5길 13,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
배**,경상남도,거제시,경상남도 거제시 아주로 100-10,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
이**,경상남도,거제시,경상남도 거제시 사등면 금포1길,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
고**,경상남도,거제시,경상남도 거제시 사등면 두동로 54-40,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
옥**,경상남도,거제시,경상남도 거제시 사등면 두동로 30,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
이**,경상남도,거제시,경상남도 거제시 연초면 송정2길,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
이**,경상남도,거제시,경상남도 거제시 장평4로 14,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
박**,경상남도,거제시,경상남도 거제시 일운면 지세포5길,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
박**,경상남도,거제시,경상남도 거제시 장평로6길 13,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
정**,경상남도,거제시,경상남도 거제시 배골길,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
이**,경상남도,거제시,경상남도 거제시 사등면 성포로,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
두로로지텍(주),경기도,용인시,경기도 용인시 처인구 양지면 양주로 227,,,,,Y,18,2024-08-13,4050000,경기도 용인시
이**,경상남도,거제시,경상남도 거제시 해명로12길 12,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
정**,경상남도,거제시,경상남도 거제시 중곡로 14,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
김**,경상남도,거제시,경상남도 거제시 옥포로27길 18,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
김**,경상남도,거제시,경상남도 거제시 사등면 두동로,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
윤**,경상남도,거제시,경상남도 거제시 수월2길,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
김**,경상남도,거제시,경상남도 거제시 용소4길 5,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
윤**,경상남도,거제시,경상남도 거제시 연초면 죽토로 2,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
진**,경상남도,거제시,경상남도 거제시 연초면 죽서길,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
이**,경상남도,거제시,경상남도 거제시 거제중앙로 1930-10,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
김**,경상남도,거제시,경상남도 거제시 상동1길 15-9,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
강**,경상남도,거제시,경상남도 거제시 중곡로 42,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
윤**,경상남도,거제시,경상남도 거제시 중곡로 42,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
이**,경상남도,거제시,경상남도 거제시 거제중앙로 1509-22,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
박**,경상남도,거제시,경상남도 거제시 거제중앙로 1509-13,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
최**,경상남도,거제시,경상남도 거제시 거제대로 3696,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
차**,경상남도,거제시,경상남도 거제시 아주2로 137,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
김**,경상남도,거제시,경상남도 거제시 아주로 62-1,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
이**,경상남도,거제시,경상남도 거제시 중곡2로4길 5-3,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
김**,경상남도,거제시,경상남도 거제시 중곡로 42,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
김**,경상남도,거제시,경상남도 거제시 아주2로2길 13,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
윤**,경상남도,거제시,경상남도 거제시 상동5길 117-55,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
주**,경상남도,거제시,경상남도 거제시 고현천로 227,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
송**,경상남도,거제시,경상남도 거제시 장평4로 9,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
배**,경상남도,거제시,경상남도 거제시 제산로 51,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
이**,경상남도,거제시,경상남도 거제시 상동5길 117-46,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
허**,경상남도,거제시,경상남도 거제시 고현로13길 30-8,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
최**,경상남도,거제시,경상남도 거제시 진목로 19,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
강**,경상남도,거제시,경상남도 거제시 상동3길 15,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
박**,경상남도,거제시,경상남도 거제시 일운면 소동3길,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
유**,경상남도,거제시,경상남도 거제시 연초면 연사3길,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
정**,경상남도,거제시,경상남도 거제시 중곡로2길 22,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
박**,경상남도,거제시,경상남도 거제시 제산로 86,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
정**,경상남도,거제시,경상남도 거제시 제산로 86,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
윤**,경상남도,거제시,경상남도 거제시 서문로1길 20,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
신**,경상남도,거제시,경상남도 거제시 하청면 칠천로,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
김**,경상남도,거제시,경상남도 거제시 연초면 소오비길 14-1,,,운송사업,개인화물자동차운송사업,Y,1,2025-12-02,5370000,경상남도 거제시
(주)하이웨이운수,경기도,용인시,경기도 용인시 기흥구 상미로 82 (신갈동),,,,,Y,12,2024-08-13,4050000,경기도 용인시
(유)육보운수,전북특별자치도,익산시,전북특별자치도 익산시 춘포면 석암로 309,,,,일반화물자동차운송사업,Y,17,2025-06-18,4681000,전북특별자치도 익산시
(유)대건운송,전북특별자치도,익산시,전북특별자치도 익산시 서동로52길 57-19,,,,일반화물자동차운송사업,Y,12,2025-06-18,4681000,전북특별자치도 익산시
한국특수,전북특별자치도,익산시,전북특별자치도 익산시 선화로49길 13-3,,,,일반화물자동차운송사업,Y,5,2025-06-18,4681000,전북특별자치도 익산시
익산렉카,전북특별자치도,익산시,전북특별자치도 익산시 약촌로 53-8,,,,일반화물자동차운송사업,Y,5,2025-06-18,4681000,전북특별자치도 익산시
(유)서광운수,전북특별자치도,익산시,전북특별자치도 익산시 무왕로 1529,,,,일반화물자동차운송사업,Y,4,2025-06-18,4681000,전북특별자치도 익산시
(유)세림특수,전북특별자치도,익산시,전북특별자치도 익산시 함열읍 익산대로 1418,,,,일반화물자동차운송사업,Y,122,2025-06-18,4681000,전북특별자치도 익산시
(유)태림종합물류,전북특별자치도,익산시,전북특별자치도 익산시 함열읍 익산대로 1418,,,,일반화물자동차운송사업,Y,196,2025-06-18,4681000,전북특별자치도 익산시
㈜세신특수운수,전북특별자치도,익산시,전북특별자치도 익산시 성당면 성당로 595,,,,일반화물자동차운송사업,Y,13,2025-06-18,4681000,전북특별자치도 익산시
㈜서일특수,전북특별자치도,익산시,전북특별자치도 익산시 춘포면 궁성로 107,,,,일반화물자동차운송사업,Y,212,2025-06-18,4681000,전북특별자치도 익산시
(유)석천운수,전북특별자치도,익산시,전북특별자치도 익산시 낭산면 함낭로 1275,,,,일반화물자동차운송사업,Y,54,2025-06-18,4681000,전북특별자치도 익산시
(유)육육운수,전북특별자치도,익산시,전북특별자치도 익산시 무왕로 1706 2층 1호,,,,일반화물자동차운송사업,Y,51,2025-06-18,4681000,전북특별자치도 익산시
(유)해성운수,전북특별자치도,익산시,전북특별자치도 익산시 춘포면 궁성로 107,,,,일반화물자동차운송사업,Y,178,2025-06-18,4681000,전북특별자치도 익산시
보배물류(주),전북특별자치도,익산시,전북특별자치도 익산시 석암로3길 67 2층(팔봉동),,,,일반화물자동차운송사업,Y,42,2025-06-18,4681000,전북특별자치도 익산시
(주)해피로물류(영업소),경기도,용인시,경기도 용인시 처인구 백암면 황새울로 86,,,,,Y,163,2024-08-13,4050000,경기도 용인시
(주)성원로지스,경기도,용인시,경기도 용인시 처인구 이동읍 이원로 14,,,,,Y,110,2024-08-13,4050000,경기도 용인시
준원운수(주),경기도,용인시,"경기도 용인시 처인구 금령로 168, 2층 (마평동)",,,,,Y,26,2024-08-13,4050000,경기도 용인시
(주)제일냉동화물운수,경기도,용인시,"경기도 용인시 기흥구 구갈로 29, 가동 3층 (구갈동)",,,,,Y,40,2024-08-13,4050000,경기도 용인시
대세운수(주),경기도,용인시,"경기도 용인시 처인구 이동읍 백옥대로 664-10, 2층 202호",,,,,Y,75,2024-08-13,4050000,경기도 용인시
(주)에이펙스로지스틱,경기도,용인시,"경기도 용인시 기흥구 서천로201번길 14, 프리미엄원희캐슬 기흥서천 9층 967호 (농서동)",,,,,Y,10,2024-08-13,4050000,경기도 용인시
(주)중앙냉동운송,경기도,용인시,경기도 용인시 처인구 이동면 백옥대로 664-10 (중앙빌딩 3층),,,,,Y,106,2024-08-13,4050000,경기도 용인시
제이디엘(주),경기도,용인시,"경기도 용인시 처인구 양지면 한터로 281, 신우프라자 비동 2층",,,,,Y,24,2024-08-13,4050000,경기도 용인시
두손로지스(주),경기도,용인시,"경기도 용인시 기흥구 신구로 56, 두원빌딩 406호 (구갈동)",,,,,Y,6,2024-08-13,4050000,경기도 용인시
김명화,경기도,용인시,"경기도 용인시 처인구 양지면 양대로5번길 15, 403호 (센트럴타워)",,,,,Y,7,2024-08-13,4050000,경기도 용인시
(주)영진운수,경기도,용인시,"경기도 용인시 처인구 백옥대로 1058, 303호 (김량장동, 남곡빌딩)",,,,,Y,10,2024-08-13,4050000,경기도 용인시
(주)하나로물류,경기도,용인시,"경기도 용인시 기흥구 용구대로 1859, 401호 (하갈동)",,,,,Y,104,2024-08-13,4050000,경기도 용인시
(주)대신물류,경기도,용인시,"경기도 용인시 기흥구 공세로 126-16, 104호 (공세동)",,,,,Y,79,2024-08-13,4050000,경기도 용인시
(주)유창화물,경기도,용인시,경기도 용인시 처인구 양지면 양지로 254,,,,,Y,20,2024-08-13,4050000,경기도 용인시
박성훈,경기도,용인시,"경기도 용인시 기흥구 죽전로 10, 장은메디칼프라자 6층 685호 (보정동)",,,,,Y,2,2024-08-13,4050000,경기도 용인시
(주)하나티엘에스,경기도,용인시,"경기도 용인시 기흥구 공세로 150-29, 비01호 (공세동)",,,,,Y,10,2024-08-13,4050000,경기도 용인시
(주)엘루션,경기도,용인시,경기도 용인시 처인구 남사읍 경기동로 316 (주)리바트 2층,,,,,Y,3,2024-08-13,4050000,경기도 용인시
(합)안전기업,경기도,용인시,경기도 용인시 처인구 백암면 황새울로134번길 14,,,,,Y,32,2024-08-13,4050000,경기도 용인시
대일냉동(주),경기도,용인시,경기도 용인시 처인구 원삼면 원양로442번길 98-9,,,,,Y,211,2024-08-13,4050000,경기도 용인시
천우통운(주),경기도,용인시,경기도 용인시 처인구 백암면 삼백로769번길 6,,,,,Y,52,2024-08-13,4050000,경기도 용인시
글로벌로지스(주),경기도,용인시,"경기도 용인시 기흥구 용구대로 1859, 401호 (하갈동)",,,,,Y,2,2024-08-13,4050000,경기도 용인시
조흥통운(주)중부지점,경기도,용인시,경기도 용인시 처인구 백암면 삼백로828번길 12,,,,,Y,8,2024-08-13,4050000,경기도 용인시
(주)명일로지스틱스,경기도,용인시,"경기도 용인시 기흥구 구성로 93, 204-2호 (언남동, 언남프라자)",,,,,Y,70,2024-08-13,4050000,경기도 용인시
서울가람물류(주),경기도,용인시,"경기도 용인시 처인구 이동읍 백옥대로 664-10, 2층 202호",,,,,Y,177,2024-08-13,4050000,경기도 용인시
(주)서호물류,경기도,용인시,"경기도 용인시 처인구 백옥대로 1205, 104호 (유방동)",,,,,Y,11,2024-08-13,4050000,경기도 용인시
(주)태무로직스,경기도,용인시,"경기도 용인시 기흥구 죽전로 17, 풍산프라자 801호 내 알31호 (보정동)",,,,,Y,2,2024-08-13,4050000,경기도 용인시
(주)성화,경기도,용인시,"경기도 용인시 기흥구 동백중앙로 225-6, 쥬네브스타월드빌딩 가동 209호 (중동)",,,,,Y,2,2024-08-13,4050000,경기도 용인시
태정운수(주),경기도,용인시,경기도 용인시 처인구 백암면 황새울로134번길 14,,,,,Y,58,2024-08-13,4050000,경기도 용인시
국보합동운수(주),경기도,용인시,"경기도 용인시 기흥구 지삼로 16, 2층 (지곡동)",,,,,Y,6,2024-08-13,4050000,경기도 용인시
(주)택배매니저,경기도,용인시,"경기도 용인시 기흥구 구성로 357, 용인테크노밸리 에이동 3층 312호 (청덕동)",,,,,Y,13,2024-08-13,4050000,경기도 용인시
(주)엠씨알,경기도,용인시,경기도 용인시 처인구 남사읍 경기동로 109,,,,,Y,37,2024-08-13,4050000,경기도 용인시
경기운수(주),경기도,용인시,경기도 용인시 처인구 백옥대로1191번길 46 (유방동),,,,,Y,118,2024-08-13,4050000,경기도 용인시
(주)경기물류,경기도,용인시,"경기도 용인시 기흥구 용구대로 1859, 303호 (하갈동, 세원빌딩)",,,,,Y,169,2024-08-13,4050000,경기도 용인시
삼일냉동(주),경기도,용인시,"경기도 용인시 기흥구 강남서로 9, 아카데미프라자 601호 (구갈동)",,,,,Y,90,2024-08-13,4050000,경기도 용인시
삼일물류(주),경기도,용인시,"경기도 용인시 기흥구 한보라1로 6, 303호 (보라동)",,,,,Y,90,2024-08-13,4050000,경기도 용인시
동진운수(주),경기도,용인시,경기도 용인시 처인구 모현면 이일로 23-12,,,,,Y,87,2024-08-13,4050000,경기도 용인시
(주)삼우에프앤지,경기도,용인시,경기도 용인시 수지구 손곡로 29 (동천동),,,,,Y,647,2024-08-13,4050000,경기도 용인시
안전통운(주),경기도,용인시,경기도 용인시 처인구 백암면 황새울로134번길 14,,,,,Y,53,2024-08-13,4050000,경기도 용인시
동원물류(주),경기도,용인시,경기도 용인시 기흥구 고매로 42-26 (고매동),,,,,Y,76,2024-08-13,4050000,경기도 용인시
(주)알파물류,경기도,용인시,"경기도 용인시 기흥구 강남서로 9, 아카데미프라자 601호 (구갈동)",,,,,Y,25,2024-08-13,4050000,경기도 용인시
주식회사 하준로지스,경기도,용인시,경기도 용인시 기흥구 청명산로 2 (하갈동),,,,,Y,27,2024-08-13,4050000,경기도 용인시
(주)바로스,경기도,용인시,경기도 용인시 처인구 양지면 남평로 111-73,,,,,Y,15,2024-08-13,4050000,경기도 용인시
(주)대성냉동운수,경기도,용인시,"경기도 용인시 기흥구 사은로 327, 2층 (상하동)",,,,,Y,62,2024-08-13,4050000,경기도 용인시
(주)대교,경기도,용인시,"경기도 용인시 처인구 이동읍 백옥대로 693, 눈높이물류선터",,,,,Y,3,2024-08-13,4050000,경기도 용인시
용신화물,경기도,용인시,경기도 용인시 처인구 백옥대로916번길 30-2 (남동),,,,,Y,6,2024-08-13,4050000,경기도 용인시
국민종합물류(주),경기도,용인시,경기도 용인시 처인구 원삼면 죽양대로1626번길 12,,,,,Y,88,2024-08-13,4050000,경기도 용인시
(주)제일물류시스템,경기도,용인시,경기도 용인시 처인구 남사읍 경기동로 109,,,,,Y,15,2024-08-13,4050000,경기도 용인시
삼이냉동운수(주),경기도,용인시,"경기도 용인시 기흥구 구성로 93, 204-2호 (언남동, 언남프라자)",,,,,Y,79,2024-08-13,4050000,경기도 용인시
한서물류(주),경기도,용인시,경기도 용인시 처인구 이동면 백옥대로730번길 16-11,,,,,Y,7,2024-08-13,4050000,경기도 용인시
(주)특수합동익스프레스,경기도,용인시,경기도 용인시 기흥구 중부대로681번길 74 (상하동),,,,,Y,13,2024-08-13,4050000,경기도 용인시
(주)국민운수,경기도,용인시,"경기도 용인시 기흥구 지삼로 15, 3층 (지곡동)",,,,,Y,9,2024-08-13,4050000,경기도 용인시
그레이스특송(주),경기도,용인시,"경기도 용인시 처인구 포곡읍 포곡로 229, 102호",,,,,Y,2,2024-08-13,4050000,경기도 용인시
태성로지텍(주),경기도,용인시,"경기도 용인시 기흥구 흥덕1로 13, 흥덕IT밸리 에이동 3605호 (영덕동)",,,,,Y,9,2024-08-13,4050000,경기도 용인시
정우탑로지스(주),경기도,용인시,"경기도 용인시 처인구 경안천로36번길 7, 우량빌딩 411호호 (마평동)",,,,,Y,5,2024-08-13,4050000,경기도 용인시
(주)더울림,경기도,용인시,경기도 용인시 처인구 양지면 죽양대로2071번길 26-11,,,,,Y,2,2024-08-13,4050000,경기도 용인시
해인물류시스팀(주),경기도,용인시,경기도 용인시 기흥구 기곡로 29-9 (하갈동),,,,,Y,2,2024-08-13,4050000,경기도 용인시
㈜퍼스트파트너스,경기도,용인시,경기도 용인시 처인구 양지면 학촌로 57,,,,,Y,4,2024-08-13,4050000,경기도 용인시
코리아퀵로지스틱스(주),경기도,용인시,경기도 용인시 기흥구 사은로 78 (보라동),,,,,Y,2,2024-08-13,4050000,경기도 용인시
(주)백승종합물류,경기도,용인시,"경기도 용인시 처인구 경안천로256번길 81, 1층 (고림동)",,,,,Y,2,2024-08-13,4050000,경기도 용인시
(주)넘버,경기도,용인시,경기도 용인시 처인구 모현읍 이일로 23-12,,,,,Y,24,2024-08-13,4050000,경기도 용인시
원영락,경기도,용인시,경기도 용인시 처인구 백옥대로 892 (남동),,,,,Y,2,2024-08-13,4050000,경기도 용인시
(주)최선물류,경기도,용인시,"경기도 용인시 기흥구 죽전로 20, 416호 (보정동, 죽전누리에뜰아파트)",,,,,Y,49,2024-08-13,4050000,경기도 용인시
(주)컬리넥스트마일,경기도,용인시,"서울특별시 송파구 송파대로 55, 서울복합물류 에이동 701호 (장지동)",,,,,Y,1,2024-08-13,4050000,경기도 용인시
(주)윈로지스,경기도,용인시,"경기도 용인시 처인구 남사읍 한숲로 124, 405동 104호 (e편한세상 용인 한숲시티)",,,,,Y,2,2024-08-13,4050000,경기도 용인시
(주)엔젤스로지스,경기도,용인시,"경기도 용인시 처인구 백암면 청강가창로 50, 에이치동",,,,,Y,4,2024-08-13,4050000,경기도 용인시
(유)바로로지스,경기도,용인시,"경기도 용인시 처인구 중부대로1576번길 6, 2층 (마평동)",,,,,Y,4,2024-08-13,4050000,경기도 용인시
(주)이조종합물류,경기도,용인시,"경기도 용인시 기흥구 갈천로 90, 우리빌딩 305호 (상갈동)",,,,,Y,4,2024-08-13,4050000,경기도 용인시
(주)중부스카이,경기도,용인시,"경기도 용인시 처인구 양지면 남곡로 7, 101호",,,,,Y,5,2024-08-13,4050000,경기도 용인시
소망물류 주식회사,경기도,용인시,"경기도 용인시 처인구 금령로 165, 우성아파트 (마평동)",,,,,Y,2,2024-08-13,4050000,경기도 용인시
로지스서울 주식회사,경기도,용인시,"경기도 용인시 기흥구 강남로 8, 우성메디피아 9층 902-01호 (구갈동)",,,,,Y,2,2024-08-13,4050000,경기도 용인시
(주)에스에이치로지스틱스,경기도,용인시,경기도 용인시 처인구 이동읍 이원로80번길 25-2,,,,,Y,2,2024-08-13,4050000,경기도 용인시
(주)유진종합물류,경기도,용인시,"경기도 용인시 기흥구 갈천로 90, 우리빌딩 305호 (상갈동)",,,,,Y,9,2024-08-13,4050000,경기도 용인시
(주)한우리물류,경기도,용인시,"경기도 용인시 처인구 모현읍 능원로 99, 2층 202호",,,,,Y,2,2024-08-13,4050000,경기도 용인시
(주)서포트로지스,경기도,용인시,"경기도 용인시 처인구 양지면 죽양대로 2267, 1층 103호",,,,,Y,2,2024-08-13,4050000,경기도 용인시
(주)넥서스원,경기도,용인시,경기도 용인시 처인구 모현읍 곡현로717번길 59-1,,,,,Y,20,2024-08-13,4050000,경기도 용인시
송이종합물류(주),경기도,용인시,"경기도 용인시 처인구 남사읍 경기동로 338, 2층 201호",,,,,Y,3,2024-08-13,4050000,경기도 용인시
쿠팡로지스틱스서비스 유한회사,경기도,용인시,"서울특별시 강남구 광평로 280, 로즈데일 7층 (수서동)",,,,,Y,82,2024-08-13,4050000,경기도 용인시
(주)비견물류,경기도,용인시,"경기도 용인시 기흥구 강남로 9, 태평양프라자 703-6호 (구갈동)",,,,,Y,4,2024-08-13,4050000,경기도 용인시
스피디아로직스(주),경기도,용인시,"경기도 용인시 처인구 모현읍 백옥대로 2256, 2층",,,,,Y,2,2024-08-13,4050000,경기도 용인시
평신특송운송사(유),경기도,용인시,"경기도 용인시 기흥구 보정로 117, 리베로3 2층 220-2호 (보정동)",,,,,Y,11,2024-08-13,4050000,경기도 용인시
(주)아이티앤아이티,경기도,용인시,경기도 용인시 기흥구 원고매로 169 (고매동),,,,,Y,3,2024-08-13,4050000,경기도 용인시
주식회사 신우,경기도,용인시,"경기도 용인시 기흥구 기흥단지로 45, 가동 402호 (고매동)",,,,,Y,2,2024-08-13,4050000,경기도 용인시
(주)태경스카이,경기도,용인시,"경기도 용인시 기흥구 동백중앙로 191, 씨티프라자 8층 디8365호 (중동)",,,,,Y,2,2024-08-13,4050000,경기도 용인시
김**,경상북도,청도군,경상북도 청도군 금천면 명포1길,,,,,Y,1,2025-12-11,5190000,경상북도 청도군
김**,경상북도,청도군,경상북도 청도군 화양읍 청화1길,,,,,Y,1,2025-12-11,5190000,경상북도 청도군
김**,경상북도,청도군,경상북도 청도군 청도읍 청도신기길,,,,,Y,1,2025-12-11,5190000,경상북도 청도군
김**,경상북도,청도군,경상북도 청도군 매전면 동편길,,,,,Y,1,2025-12-11,5190000,경상북도 청도군
김**,경상북도,청도군,경상북도 청도군 이서면 이서로,,,,,Y,1,2025-12-11,5190000,경상북도 청도군
김**,경상북도,청도군,경상북도 청도군 청도읍 월곡안길,,,,,Y,1,2025-12-11,5190000,경상북도 청도군
김**,경상북도,청도군,경상북도 청도군 청도읍 중앙로,,,,,Y,1,2025-12-11,5190000,경상북도 청도군
김**,경상북도,청도군,경상북도 청도군 매전면 원정자길,,,,,Y,1,2025-12-11,5190000,경상북도 청도군
김**,경상북도,청도군,경상북도 청도군 운문면 청려로,,,,,Y,1,2025-12-11,5190000,경상북도 청도군
김**,경상북도,청도군,경상북도 청도군 매전면 청매로,,,,,Y,1,2025-12-11,5190000,경상북도 청도군
김**,경상북도,청도군,경상북도 청도군 청도읍 청화로,,,,,Y,1,2025-12-11,5190000,경상북도 청도군
김**,경상북도,청도군,경상북도 청도군 청도읍 고수동3길,,,,,Y,1,2025-12-11,5190000,경상북도 청도군
김**,경상북도,청도군,경상북도 청도군 매전면 원정자길,,,,,Y,2,2025-12-11,5190000,경상북도 청도군
김**,경상북도,청도군,경상북도 청도군 화양읍 남성현로,,,,,Y,1,2025-12-11,5190000,경상북도 청도군
곽**,경상북도,청도군,경상북도 청도군 매전면 청려로,,,,,Y,1,2025-12-11,5190000,경상북도 청도군
곽**,경상북도,청도군,경상북도 청도군 풍각면 덕양2길,,,,,Y,1,2025-12-11,5190000,경상북도 청도군
곽**,경상북도,청도군,경상북도 청도군 청도읍 중앙뒷길,,,,,Y,1,2025-12-11,5190000,경상북도 청도군
강**,경상북도,청도군,경상북도 청도군 매전면 청려로,,,,,Y,1,2025-12-11,5190000,경상북도 청도군
강**,경상북도,청도군,경상북도 청도군 풍각면 봉기안길,,,,,Y,1,2025-12-11,5190000,경상북도 청도군
강**,경상북도,청도군,경상북도 청도군 각북면 명대길,,,,,Y,1,2025-12-11,5190000,경상북도 청도군
강**,경상북도,청도군,경상북도 청도군 매전면 덕산1길,,,,,Y,1,2025-12-11,5190000,경상북도 청도군
(주)화양종합물류,경상북도,청도군,경상북도 청도군 화양읍 화양남산길 115-3,,,,,Y,4,2025-12-11,5190000,경상북도 청도군
(주)창대에스엘,경상북도,청도군,"경상북도 청도군 청도읍 고수뒷길 74-16, 101동 104호 (성조타운)",,,,,Y,34,2025-12-11,5190000,경상북도 청도군
(주)창대살수,경상북도,청도군,"경상북도 청도군 청도읍 고수뒷길 74-16, 101동 104호 (성조타운)",,,,,Y,20,2025-12-11,5190000,경상북도 청도군
(주)진흥화물,경상북도,청도군,"경상북도 청도군 청도읍 고수뒷길 74-16, 101동 104호 (성조타운)",,,,,Y,16,2025-12-11,5190000,경상북도 청도군
(주)진특수물류,경상북도,청도군,경상북도 청도군 화양읍 화양남산길 115-3,,,,,Y,54,2025-12-11,5190000,경상북도 청도군
(주)진원특수,경상북도,청도군,"경상북도 청도군 청도읍 고수뒷길 74-16, 101동 104호 (성조타운)",,,,,Y,33,2025-12-11,5190000,경상북도 청도군
(주)성훈운수,경상북도,청도군,,경상북도 청도군 매전면 관하리 705번지,,,,Y,52,2025-12-11,5190000,경상북도 청도군
(주)서광물류,경상북도,청도군,경상북도 청도군 청도읍 뒷마2길 32,,,,,Y,40,2025-12-11,5190000,경상북도 청도군
(주)부광특수화물,경상북도,청도군,"경상북도 청도군 청도읍 고수뒷길 74-16, 101동 104호 (성조타운)",,,,,Y,26,2025-12-11,5190000,경상북도 청도군
(주)부광종합화물,경상북도,청도군,"경상북도 청도군 청도읍 고수뒷길 74-16, 101동 104호 (성조타운)",,,,,Y,21,2025-12-11,5190000,경상북도 청도군
(주)만촌화물,경상북도,청도군,"경상북도 청도군 청도읍 고수뒷길 74-16, 101동 104호 (성조타운)",,,,,Y,13,2025-12-11,5190000,경상북도 청도군
(주)동화운수,경상북도,청도군,경상북도 청도군 매전면 청매로 567,,,,,Y,32,2025-12-11,5190000,경상북도 청도군
(주)동진통운,경상북도,청도군,경상북도 청도군 매전면 청매로 567,,,,,Y,46,2025-12-11,5190000,경상북도 청도군
(주)대성산업,경상북도,청도군,경상북도 청도군 청도읍 새마을로 1305,,,,,Y,26,2025-12-11,5190000,경상북도 청도군
(주)남동운수,경상북도,청도군,경상북도 청도군 청도읍 뒷마2길 32,,,,,Y,40,2025-12-11,5190000,경상북도 청도군
